metric,mean,std,min,max,median,count
nelo_eigvec_cos_45,0.07186567041796489,0.07418332173863332,2.1704175080363255e-12,0.3807772874773232,0.052545118843291494,78
nelo_eigvec_cos_46,0.05983209377146082,0.061825610251183515,6.839835483501955e-14,0.2391440695304524,0.028912536771050924,78
nelo_eigvec_cos_47,0.06476314737949584,0.06181510715579869,1.8596964628447325e-13,0.3308700941912408,0.049691064378293,78
nelo_eigvec_cos_48,0.0686610954141238,0.09716039550936459,2.1248667367058902e-13,0.45694645630163067,0.03127754472919008,78
nelo_eigvec_cos_49,0.06578127252941084,0.08945370545666341,6.281312733607967e-14,0.6104487914957214,0.030555248972973938,78
nelo_eigvec_cos_50,0.05350279463730294,0.06881596531897784,0.0002113231801296307,0.3376025134711251,0.027148386055417754,78
nelo_eigvec_cos_51,0.07195715340365626,0.07284840458114218,3.4442393759288265e-14,0.3396477442301287,0.04486709786052752,78
nelo_eigvec_cos_52,0.07412769140633071,0.07990521629155159,0.0005590093787304308,0.4838000205813203,0.05181987593588264,78
nelo_eigvec_cos_53,0.046043821439393624,0.05097295313196096,2.3935473022671854e-05,0.22818903340678923,0.030884834498036376,78
nelo_eigvec_cos_54,0.06505706680923842,0.07544879852247405,5.3324236461319895e-15,0.3635848129739291,0.035041677896050887,78
nelo_eigvec_cos_55,0.0565531224633199,0.05855656788887316,0.00016533816196252635,0.23043417833090654,0.03620480297157243,78
nelo_eigvec_cos_56,0.05484086710318795,0.06376117832652593,7.919749552398428e-14,0.27421289705395774,0.03175065860272175,78
nelo_eigvec_cos_57,0.05739957188574525,0.06652389423372063,7.97506571920511e-06,0.3158169509232282,0.03207766743124546,78
nelo_eigvec_cos_58,0.0683047608576773,0.07303311660273433,3.2975203108840526e-05,0.3816013093062046,0.0450993739725287,78
nelo_eigvec_cos_59,0.05452984084924763,0.05607557703018731,1.345088252128655e-05,0.24836153996863058,0.03712126077981198,78
pred_eval_spectrum_rel_err_mean,164.32306032960278,106.64416004899351,1.4980877682344855,751.9474615496537,146.58217437270474,78
pred_eval_spectrum_rel_err_max,347.8776491051507,228.59138492251748,8.952499203462782,1712.822269921554,307.56331313513306,78
pred_eval_rel_err_mean,319.479939805297,195.22974511697123,2.0425802015640957,1156.085084989595,288.9290817828535,78
